NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
BNP PARIBAS;FR0000131104;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;43036;86808;82995;70319;67076;60450;55085;62450;65423;62149;61187;49041;50144;45353;25437;23587;23587
ERAMET;FR0000131757;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3890000;3700000;3700000;3300000;3280000;2781200;2457900;2457900
RENAULT;FR0000131906;N/A;N/A;N/A;N/A;N/A;N/A;N/A;688177;671431;615374,7;571680;679605,4;606927;636271;661481,1;575291,85;662478;716305;674960;663344;626947;498612;517003;432819;412439;406440;406440
ORANGE;FR0000133308;N/A;N/A;N/A;85000;110000;130300;250812;355196;322110;337341;423308;405758;392552;445424;418026;346970;339961;325376;331759;333690;295636;282526;321886;335654;325510;350581;350581
GECINA;FR0010040865;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;33387;28388;26486;18209;11862;11862;7742;7128;7253;7108;6681;5663;4399;3854;2837;1001;566;566
ALSTOM;FR0010220475;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;136000;211000;153000;187000;175000;183000;163000;54000;55000;51000;53000;55000;58000;54000;108000;93970;86708;87318
EUTELSAT COMMUNICATIONS;FR0010221234;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57,81;505;407;339,77;339,77
EDF DEAD - DELIST.08/06/23;FR0010242511;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;78192000;80575870;70935790;80283556;80283556;80283556;59100000;47700000;51300000;35700000;33100000;27700000;27400000;23800000;23800000;23800000;23800000
LEGRAND;FR0010307819;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;66921;66000;88811;77292;77292;77292;77292;77292;77292;77292;54976;57000;52000;57266;49348;45349;45349
ARKEMA;FR0010313833;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2770000;2090000;5120000;4710000;4710000;3000000;3110000;3085000;2807000;2698000;2201000;1756000;1527000;1330000;1358000;1358000
ADP;FR0010340141;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;144459;143271;156117;156117;3084;3373;2788;2721;2500;48526;49048;83639;75434;89477;79016;78881;78930;78930
SCOR SE;FR0010411983;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1281;548;403;755;471;416;416
GETLINK;FR0010533075;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3445;3445;3445;94107;94107;94107;94107;94107;94107;94107;32533;33539;39703;37704;32790;36143;36143
VALEO;FR0013176526;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;108100;129100;131500;153200;168400;164700;141800;145800;166900;175300;196000;171000;193000;191000;186121;164569;164569
BIOMERIEUX;FR0013280286;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19876;21854;25670;25670;29326;30000;31000;26000;23000;24000;25000;23000;22000;22000
UNIBAIL RODAMCO WE STAPLED UNITS;FR0013326246;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8106;22366;18429;15429;16721;12146,92;19825;13405,85;19508;12033;24095;21236;22597;22597;15835;14917;14917
VANTIVA;FR0013505062;N/A;N/A;N/A;N/A;268127;268127;268127;268127;24831;19098;18018;18702;14149;7646;10285;9478;8160;10557;7087;8638;7846;5231;4707;4707;4159;6858;6858
VALLOUREC;FR0013506730;N/A;N/A;N/A;N/A;N/A;967164,18;1007462,69;1061194,03;1045860;976209;739804;924248;1050778;1007968;1127592;927460;580313;550930;33332;421397;890018;766619;778323;786154;691749;627011;627011
DASSAULT SYSTEMES;FR0014003TT8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2557;4820;2690;3305;3880;4790;4940;4900;7501;5403;4629;3949;4476;4178;3104;3104
MICHELIN;FR001400AJ45;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1657276;1634862,39;1542626,26;1502426,97;1475268,57;1391616,28;1204534;1346122,74;1177326,04;1049930;956909;956909
SPEEDY HIRE;GB0000163088;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;32988;34161;28554;24436;22544;19051,28;19051,28;20262,82;17403,61;20423,25;17615,57;18735,62;18735,62;18735,62;16061,43;12768,77;12297,84;11967,39
AEP PLANTATIONS;GB0000365774;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;753260;681366;1103023;1119073;1210700;1210700
ANTOFAGASTA;GB0000456144;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;415000;469569;529560;565718;645371;706111;693180;578119;795994;854628;1124320;1089018;1144258;1078726;1204649;1276348;1319382;1319382
ASHTEAD GROUP;GB0000536739;N/A;N/A;N/A;N/A;N/A;N/A;N/A;121366;121366;121366;121366;121366;121366;121366;121366;162892;188514;198769;214078;234053;265319;296128;288438;302843;340782;371404;380445
BRAEMAR;GB0000600931;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15;11;22,97;11,84;16,68
BARRATT REDROW;GB0000811801;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;24165;35884;26922;24246;24246;24246;16287;17315;24019;25265;29115;27577;27169;20323;26769;23234;23580;15523;20870
BELLWAY;GB0000904986;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8847;8847;8847;1805;897,16;370,3;370,3;370,3;9335;10634;16362;18844;19964;20560;16892;17704;16696;15116;13590;12855
BALFOUR BEATTY;GB0000961622;N/A;N/A;N/A;N/A;145533;145533;145533;145533;200921;249425;285846;327968;348940;320136;249021;221268;238083;220355;170937;175065;167071;110967;120952;131679;132590;130878;130878
TED BAKER DEAD - DELIST.24/10/22;GB0001048619;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;220;138;129;175;199;369;261;261;261;261;261
BOOT (HENRY);GB0001110096;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2443;1918;2303;2453;2300;2564;2564
BRITISH LAND;GB0001367019;N/A;N/A;N/A;N/A;6534;6033;5173,31;4648;2887,6;3115;1409;3767;1636;1821;6756;7336;7519;7928;7609;6967;8956;6945;6663;7339;8025;5572;5444
TULLOW OIL;GB0001500809;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;193323;370776;294531;1376590;579834;686996;799551;752539;754338;1424130;1045910;1072083;2040186;2233848;2257731;2341794;2095582;2095582
XAAR;GB0001570810;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;75;177;220;169;192;192
WETHERSPOON (JD);GB0001638955;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;46711;56638;56638;56638;56638;56638;51342;50805;50725;47358;45012;24726;41324;35839;33636;36410
CAMELLIA;GB0001667087;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;188223;169663;162571;155985;149995;146831;146831
BREWIN DOLPHIN DEAD - DELIST.28/09/22;GB0001765816;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;39;236;327;557;577;359;235;145;145;145;145;145
CASTINGS;GB0001795680;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2741;2359;2974;3602;3283;3283
DIPLOMA;GB0001826634;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;839,5;885,2;918,4;814;725;791;731;773;2554;2909;3471;3875;3732
VISTRY GROUP;GB0001859296;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1075;987;1029;853;923;923;4168;4168;4780;5683;4902;5275;5970,22;24469;20272;21211;18485;18485
TCLARKE DEAD - DELIST.26/06/24;GB0002015021;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1654;1740;1911;2023;2023;2023
CLARKSON;GB0002018363;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;922;1213,5;1178,6;989;1177;794;993;923;803,71;679,9;679,9
GENUS;GB0002074580;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;62719;83409;68562;72596;74339;67650;81951;80303;74940;70678;67600;66977;66977
RATHBONES GROUP;GB0002148343;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;310;267;261;280;278;306;311;317;404;321;328;322;344;420;639;584;531;531
CRANSWICK;GB0002318888;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;32665;32665;31774;33432;33432;33432;33432;33432;33432;59757;66204;69683;88781;80067;84875;94185
REA HOLDINGS;GB0002349065;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;480912;452809;417105;417105
DIAGEO;GB0002374006;N/A;N/A;N/A;N/A;N/A;N/A;528687;528350;177000;731513;644613;619161;596300;637000;730000;710000;658000;593000;554000;553000;620573;567080;549469;536000;483000;386000;369000
ELEMENTIS;GB0002418548;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;221076;221420;208610;194687;218198;242476;58469;193826;211619;207058;41861;48889;48889
BAE SYSTEMS;GB0002634946;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;315000;388000;382000;353000;277920;535370;585233;596515;579880;525032;492673;480932;151190;142241;113089;107360;104948;104948
DERWENT LONDON;GB0002652740;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;343;3714,9;3585;3609;4756;3165;3186;3533;4188;4223;4649;3326;3185;3062;4364;2736;2736
DEVRO DEAD - DELIST.14/04/23;GB0002670437;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;76958;79297;76805;79726;70681;62438;59932;83109;69787;68985;68985;68985;68985;68985
BIG YELLOW GROUP;GB0002869419;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;75,51;67;88;227;121;126;337;474,8;132;122,7;183,9;147,5;132,4;248;139,5;338,2;254;115,1;52,9
BRITISH AMERICAN TOBACCO;GB0002875804;N/A;N/A;N/A;N/A;585921;599988;369250;365550;360327;384625;393531;371610;355410;362779;358658;342385;330495;311561;311561;311561;396398;342000;325000;329000;299000;237000;237000
TOWN CENTRE SECURITIES;GB0003062816;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10,88;10,15;22,89;40,68;65,52;150,4
RS GROUP;GB0003096442;N/A;N/A;N/A;N/A;N/A;N/A;N/A;33887,13;33887,13;33887,13;33887,13;1984;4323;3729;6800;6241;5828;5156;5060;5013;4756;4900;4473;5034;5180;6141;5700
SPECTRIS DEAD - DELIST.05/12/25;GB0003308607;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2934;3030;10380;11021;10714;14112;13738;11465,9;7424,8;5988,4;5523,5;4373,6;4326,6;4326,6
FISHER(JAMES)& SONS;GB0003395000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;67600;86800;86400;97400;185800;79600;82833;72978;73401;73401;73401
FIRST GROUP;GB0003452173;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1582020;1611797;1611797;2909701;2295830;2630341;2713282;2486168;2317965;2354832;2416781;2436362;2431367;802118;696771;534555;534555;545054;478705;466147
GAMES WORKSHOP;GB0003718474;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;787;814;1922;730;751;616;484;484
GO-AHEAD GROUP DEAD - DELIST.11/10/22;GB0003753778;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;343723;343723;367361,64;354565;354565;394400;394600;405845;426130;406564;394878;369665;369665;369665;369665;369665;369665
HALMA;GB0004052071;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18219;4183,09;4199;4348;3955;4568;4771;4424;4818;4394;4451;4059;3933;4128
STANDARD CHARTERED;GB0004082847;N/A;N/A;N/A;N/A;N/A;0;757;1397;4977;14913;5806;22788;21632;25557;23878;20144;16904;13562;7922;8584;4542;3988;2902;2071;8488;7696;7696
HAYS;GB0004161021;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3078;3782;3179;2823,71;5157;4664;4920;5009;5285;5734;5610;3243;5193;5408;5302;4536
HEADLAM GROUP;GB0004170089;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;23766;25429;25111;25764;23353;13254,19;13697,32;15100;13983;15339;15339
HILL AND SMITH;GB0004270301;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;41128,12;57592;57183;56469;53478;40757;39973;38420;38700;38601;38601
HUNTING;GB0004478896;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3055;9061;8309;8113;6381;6575;9379;7087;7100;6605;4171;5778;4169;3630;3630
IMPERIAL BRANDS;GB0004544929;N/A;N/A;N/A;N/A;N/A;N/A;N/A;52723;46740;94134;144339;149714;187111;174737;169804;141380;142882;130468;118000;110896;108241;105242;92900;91007;81089;73437;73437
MITIE GROUP;GB0004657408;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;28832;30203;41343;44248;43310;42764;42075;41090;38688;37923;35974;28055;26441;18719;19414;20530;19138;16841
SPIRENT COMMUNICATIONS DEAD - DELIST.17/10/25;GB0004726096;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;216;238;265,2;256,1;139,3;100,5;137,2;144,7;91,8;99,5;62,7;73,6;60,4;60,4
KELLER;GB0004866223;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;135179;170031;168392;173707;214208;202238;198289;169216;183112;183112;182506;189978;189978
KIER GROUP;GB0004915632;N/A;N/A;N/A;N/A;N/A;N/A;8412;8412;8412;8412;8412;8412;8412;8412;8412;113399;129756;112651;108831;101781;89490;70993;56117;38643;31342;28853;26873
HSBC HOLDINGS;GB0005405286;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;90586;84025;73721;64918;64918;64918;64918;64918;64918;26403;22000;20000;22000;19000;16918;15025;15025
HOWDEN JOINERY GP.;GB0005576813;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;28506;27150;28516;29487;30599;30861;31053;32016;38406;45017;42688;39120;37070;37070
LEGAL & GENERAL;GB0005603997;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4218;4218;5018,28;4238;7825;8519,92;8655,05;12446,82;15226;15163;13722;12506;10158;9665;9665
MEARS GROUP;GB0005630420;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19728;34370;15373;14299;13968;13968;13968
MCBRIDE;GB0005746358;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;12371;12587;11038;12231;12919;9819;9081;8760;8760;8817;8589;7615;8282;7894;8251;9132;8665
MEGGITT DEAD - DELIST.14/09/22;GB0005758098;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;37365;34239;35693;37796;35195;34448;36573;36733;29145;29145;29145;29145;29145;29145
MENZIES (JOHN) DEAD - DELIST.05/08/22;GB0005790059;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;141033;107797;70906;69424;69424;69424;69424;69424
MORGAN ADVANCED MRA.;GB0006027295;N/A;N/A;N/A;N/A;N/A;346000;341000;341000;159655;159655;161900;160967;167116;188500;183500;188800;162700;155600;192229;163866;137578;116552;122817;121989;110563;111011;111011
MOBICO GROUP;GB0006215205;N/A;N/A;N/A;N/A;N/A;1000668;888889;898990;848485;737374;696970;277490;267037;754973;765526;754859;771922;815788;801061;808650;823582;514106;657239;830287;834815;815218;815218
ECORA ROYALTIES;GB0006449366;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;0;0;0;0
4IMPRINT GROUP;GB0006640972;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9;317;413;466;555;526;726;726
OXFORD INSTRUMENTS;GB0006650450;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1934;959;959;540;363,3;324,05;321,15;379,84;560,6;661;425;425
ASSOCIATED BRIT.FOODS;GB0006731235;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2694260;1905599;2504154;2295328;2295328;3958667;3958667;3958667;3217000;3228000;3162449;2632000;2364000;2329000;2203000;2253000;1891000
PEARSON;GB0006776081;N/A;N/A;N/A;N/A;104107;64506;60953;58443;46219;42760;44649;35739;35806;31095;30170;25027;22343;19093;15691;12206;12500;6534;8342;4622;4661;4095;4095
PERSIMMON;GB0006825383;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9287;11900;7400;9347,42;9063;9237;9237;23800;27700;28000;30050;35450;30797;25887;25298;25005;21949;20295;20295
EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22;GB0006886666;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;192;192;216;210;200;170;600;4500;2100;2100;700;700;1300;700;200;200;200;200;200
UNITE GROUP;GB0006928617;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3564;3640;3937;6166,62;6602,6;5361,74;4393,76;5373,05;5825,12;5768;6851;10669;10392;11009;10905;10410;10914;10914
PORVAIR;GB0006963689;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11175;10880;11004;11466;11599;11599
PRUDENTIAL;GB0007099541;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18878;14839;13725;12499,6;19081;18530;17254;18047;18197;16902;7332;5637;1481;1645;2107;1562;1562
RIO TINTO;GB0007188757;N/A;N/A;N/A;N/A;N/A;N/A;14033494;15500000;15600000;30100000;26000000;27200000;27400000;26500000;23600000;21900000;20100000;21000000;20000000;17900000;17100000;17200000;16900000;17100000;17400000;16900000;16900000
RENISHAW;GB0007323586;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2631,2;2386;2950,4;3178,44;4443,77;3684,15;3830,24;3654,23;3737,72;4600;3944;3679;3858;4036;3688;3141
RICARDO DEAD - DELIST.13/10/25;GB0007370074;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4343;2416;2920;1875;2725;2193
LIONTRUST ASSET MAN.;GB0007388407;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;255;0;13;13,5;13,6;13,6
RPS GROUP DEAD - DELIST.24/01/23;GB0007594764;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4969;4969;8505;8120;8288;9363;7223;6881;8122;9399;9435;10466;7312;6235;5846;5846;5846;5846;5846
CLOSE BROTHERS GROUP;GB0007668071;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2790;2829;2842;3389;3371;2479;2307;1780;1057;1313;1913;1991;1608
ST.JAMES'S PLACE ORD;GB0007669376;N/A;N/A;N/A;N/A;N/A;3437,36;3437,36;3437,36;1849;989;798;703;786;847;851;932;764;683;876;835;725;544;934;649;573;597;597
KIN AND CARTA DEAD - DELIST.29/04/24;GB0007689002;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;58;78;9;68;14;14;14
SSE;GB0007908733;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;25880000;22720000;19300000;22731418;24517024;24791474;24560110;20721943;13079000;11021000;8000000;10160000;8810000;8270000;7100000;5750000;6080000;4338424;5217285
SENIOR;GB0007958233;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9466;10582;9466;11475;12092;10906;10348;10414;10378;8731;8445;8629;9701;7945;7945
SERCO GROUP;GB0007973794;N/A;N/A;N/A;N/A;N/A;N/A;59946,35;133952,29;95196,78;60522,84;44815;41822;41852;32803;187218;173441;162197;182819;174289;176254;181413;165259;165417;26566;26635,81;24731,17;24731,17
BP;GB0007980591;N/A;N/A;N/A;76700000;78500000;76800000;78000000;64400000;63500000;61400000;65000000;64900000;61800000;59800000;50300000;54100000;51200000;51400000;50500000;48800000;49200000;41700000;33200000;30400000;31100000;32800000;32800000
SIG;GB0008025412;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;88320;4510;84326;82081;81604;78231;74018;71532;69694;68981;59639;50928;43042;42961;40529;40434;37827;37827
MORGAN SINDALL GROUP;GB0008085614;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27760;35395;36701;34662;32878;25244;23506;17201;19559;19934;18124;16031;11243;9528;8733;8056;8056
SMITH (DS) DEAD - DELIST.04/02/25;GB0008220112;N/A;N/A;N/A;N/A;N/A;N/A;N/A;635000;336000;315000;274000;277000;311000;687097;1230680;1183000;1279000;1678000;1576000;1660000;1750321;2181890;2047265;2023278;1542250;1340272;1340272
ROBERT WALTERS;GB0008475088;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;764;553;529;593;668;570;570
ME GROUP INTERNATIONAL;GB0008481250;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4547,14;3513,5;412,15;335;564;471;255;255
LLOYDS BANKING GROUP;GB0008706128;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;48624;45894;76387;60302;57179;49414;73196;62419;58851;53023;52192;49552;42650;33728;31898;27473;21727;20441;20441
TT ELECTRONICS;GB0008711763;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1259;955;1513;1102;991;991
TAYLOR WIMPEY;GB0008782301;N/A;N/A;N/A;60021;60021;60021;60021;60021;60021;60021;11524;10194;10923;13679;16177;16436;17769;17983;18889;20328;21018;16522;17464;15975;14275;11787;11787
TELECOM PLUS;GB0008794710;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;70,5;34,8;115,2;337,1;337,4;1024,6;2180;1742;1757,19;84,34;80,03;51,67
MOTHERCARE;GB0009067447;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9400;8019;7063;7063;7063;7063;7063;7063;7063;3135;1531;1531;1531;1531;1531;1531
ULTRA ELECTRONICS DEAD - DELIST.02/08/22;GB0009123323;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6285;4769;3018;2201;2285;2610;2667;1922;1855;1855;1855;1855;1855
SMITH & NEPHEW;GB0009223206;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7031;7031;7031;7031;10911;10918;10946;10123;11208;11011;9822;9451;9956;9888;9754;11335;12168;15901;12794;12794
VP;GB0009286963;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21200;15527;12557;17356;18252;15137;14641
VICTREX;GB0009292243;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15964;16296;14339;16728;21203;22048;22478;25499;23820;18241;20161;24374;20958;18085;18085
VIDENDUM;GB0009296665;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;833;1231;1336;1155;1155;1155
WEIR GROUP;GB0009465807;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;47126;53432;61491;82100;46640;39103;37170;36728;89002;81834;69176;62896;66697;65184;64880;64880
DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24;GB0009633180;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;613;636;3434;4018;3819;5521;6747;7027;6709;5927;5927;5927
WILMINGTON;GB0009692319;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;69;32,21;8,14;6,3;6,96;7,2
BABCOCK INTERNATIONAL;GB0009697037;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;38596,5;50249,66;46641,7;42457,55;42091,24;105479,66;103337,3;181699,4;168152;169029;76156;63179;61565;44511;42714
ASTRAZENECA;GB0009895292;N/A;N/A;N/A;N/A;N/A;N/A;N/A;299000;290000;270000;397000;385210;410000;318700;318600;328700;305875;309685;295677;272737;269647;239459;239468;237703;180898;125386;125386
