NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
JOHNSON MATTHEY;GB00BZ4BQC70;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;160000;159708;154932;159742;158483;165000;209000;204000;203000;215000;220317;199125;203930;239862;215368;215647;225330
CRH PUBLIC LIMITED;IE0001827041;N/A;N/A;N/A;N/A;N/A;N/A;N/A;12062000;13200000;13000000;16500000;9821000;10329000;9200000;9800000;10300000;19700000;24700000;25600000;35400000;33900000;32400000;33400000;31200000;28700000;27200000;27200000
DCC;IE0002424939;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;80109;92038;94207;101111;103000;102000;97000;97000;73000;78000;78000;77000;84000;77000;67000;67000
GREENCORE GROUP;IE0003864109;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;84583;85067;77850;68530;73624;81184;75600;60952;59897;68386;72320;71858;66585;66585
KERRY GROUP 'A';IE0004906560;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;488575;488575;434759;473174;466504;444545;415601;433600;433600
KINGSPAN GROUP;IE0004927939;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5525;38000;43000;39000;44000;6646;6646;6646;305139;606488;594753;445154;264707;227672;227672
GRAFTON GROUP;IE00B00MZ448;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;61205;61028;64189;64042;31749;40718,9;38328;32847,8;31250,7;31250,7
ACCENTURE CLASS A;IE00B4BNMY34;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9210;8079;15366;14270;12098;9383;32155;29767;26290;27203;24095;22183;19922;13945;9250;17804;22038;22395;22395
EATON;IE00B8KQN827;N/A;N/A;N/A;N/A;N/A;N/A;N/A;149000;134000;156000;108000;109000;115000;106000;112000;171395,2;182840;150000;153000;308303;272224,33;233270,61;239520,81;215653,09;193857,11;183752;183752
BANK OF IRELAND GROUP;IE00BD1RP616;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2767;2767;2767;2767;2767;2767;2767;2767;2767;2767;2767;2767;2767;4215;5579;4285;3682;3615;3537;3537
WILLIS TOWERS WATSON;IE00BDB6Q211;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;12434;12434;10115;11354;10265;10265;10265
AIB GROUP;IE00BF0L3536;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11514,2;11514,2;11514,2;10477;10477;10477;10477;5471;5160;5212;4784;4213;3978;3200;2886;2945;2945
PERRIGO;IE00BGH1M568;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;51485;60027;87020;69920;49699;48598;58259;56254;57248;68712;68712;68712
ENDO INTERNATIONAL DEAD - DELIST.02/05/24;IE00BJ3V9050;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27475;19745;16872;12718;12718;12718;12718
TRANE TECHNOLOGIES;IE00BK9ZQ967;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;847359;1040252;690441;432878;442530;442530;543601;485386;481061;411655;390827;368797;315747;278682;259175;241683;205645;204962;204962
AON CLASS A;IE00BLP1HW54;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3144;2832;2691;32004;54431;54431;54431;54431;54431;14060;4395;6177;5793;22583;15235;15235
PENTAIR;IE00BLS09M33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;197798;191145;197798;18417;60813,5;56297,1;55443,8;53963,2;55880;35156,5;35156,5
MEDTRONIC;IE00BTN1Y115;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27141;25040;23596;31460;31460;31460;31460;31460;65312;62900;156322;146690;155515;157220;150303;150303
PERMANENT TSB GHG.;IE00BWB8X525;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1188;841;882;882
JOHNSON CONTROLS INTL.;IE00BY7QL619;N/A;N/A;N/A;1049380;1109010;425765;447423;499722;487935;457517;506181;1019600;940229;927098;884410;893586;860485;826050;621401;631752;642379;549358;451311;370420;362988;377446;377446
RYANAIR HOLDINGS;IE00BYTBXV33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9193324;14266186;15377020;16536228
BEZEQ ISRAELI TELECOMMUNICATION;IL0002300114;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22312;21430;21114;17891;25370;24190;24796;24796;24796
NICE;IL0002730112;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;691,36;529;1207;1199;1124;1124
ICL GROUP;IL0002810146;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3117000;3117000;1857777;1754639;1812814;1758414;1718507;1630298;1886627;1932000;2212000;2331000;2140000;2158000;2126000;2102000;2131000;2131000
FIRST INTL.BK.OF ISR.;IL0005930388;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1604;1647;1620;1601;1506;1506
LEUMI LTD.;IL0006046119;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6155;5755,8;5264,4;6332,4;5451;7748,9;3791;3164,8;3164,8;3361,7;4475,09;4880,24;2950;2950
BANK HAPOALIM B M LTD.;IL0006625771;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19386;19562;12557;12863;9510;8798;7140;6452;5772;5766;4439;4569;4535;4331;4331;4331
MIZRAHI TEFAHOT LTD.;IL0006954379;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4005;3741;1951;1965;1989;1917;1913;2042;2052;2090;2138;2095;2212;2212
ELBIT SYSTEMS;IL0010811243;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21133;26152;26904;25859;26178;25868;20634;20076;19059;17679;18034;22165;17042;20996;26811,8;26811,8;26811,8
CHECK POINT SFTW.TECHS.;IL0010824113;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;158;906;906;906
GENERALI;IT0000062072;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19940,4;34589;20342;17666;17862;18439;20898;21703;21477;21629;21275;47977;35280;35511;36995;34424;60502;60502
MEDIOBANCA BC.FIN;IT0000062957;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10;10;733;384;384;825,86;2568,41;4051,82;3928,8;3258,38;3403,18;2884,73;2545,57;2545,57
BPER BANCA;IT0000066123;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9726;11105;7589;8387;7845;11866;11045;12195;10614,44;10614,44
INTESA SANPAOLO;IT0000072618;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;65400;73636;55443;55058;58994;59041;45277;43930;40226;40749;57165;45398;36925;49630;59031;50475,29;45280;45280
CATTOLICA ASSICURAZIONI DEAD - DELIST.12/08/22;IT0000784154;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1036;1206;1076;1652;949;1321;1321;1321;1321;1321
BANCA PPO.DI SONDRIO;IT0000784196;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4443,5;4775,8;4926,1;4816,32;4433;6934;4368;3383;3413;3441,2;3441,2
AUTOGRILL DEAD - DELIST.24/07/23;IT0001137345;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;117300;117300;117300;117300;117300;117300;117300;117300;117300;117300;21727;23140;20340;14195;5614;5883;5883;5883;5883
A2A;IT0001233417;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3267661;4310841;5708737;5297352;5124047;6863254;5966086;7043084;6455679;8057008;7491395;6948463;5855402;7127422;8631749;5600628;4620312;4620312
BUZZI;IT0001347308;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21660366;21289535;20500000;20500000;20500000;20500000;18936000;19462000;19944000;19700000;20623000;18692000;17390000;17390000;17390000
ARNOLDO MONDADORI EDI.;IT0001469383;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2255;2064;1930;1232;1002;1310;1125;906;848;1109;1069;829;1502;1502;1502
ENEL;IT0003128367;N/A;N/A;N/A;N/A;N/A;N/A;N/A;65781000;59800000;111200000;122400000;116400000;123540189;127800000;115550000;115480000;119510000;106730000;105960000;95230000;70440000;45570000;51570000;53067569;34510000;20210000;20210000
ENI;IT0003132476;N/A;N/A;N/A;48860000;52580000;58410000;61850000;59300000;66840000;62430000;62427258;58259157;49128800;52498789;47299618;38915474;42320000;41460000;43150000;43350000;41200000;37762458;40076352;39394146;38685129;31100000;31100000
SNAM;IT0003153415;N/A;N/A;N/A;1458000;1418000;1322000;1387000;1502151;1400879;1417990;1227000;2636000;2228760;2234000;2181000;1350000;1373000;1439000;1500000;1497000;1347000;1314000;1436643;1484999;1386086;1175381;1175381
TERNA RETE ELETTRICA NAZ;IT0003242622;N/A;N/A;N/A;N/A;N/A;N/A;N/A;44818;57926;2161285;3609036;67928;64922;70007;66495,5;77360,5;66799,4;61992;75792,9;62999,2;68404,4;56202,6;68942;72477,1;77588,9;79421,8;79421,8
TELECOM ITALIA;IT0003497168;N/A;N/A;N/A;N/A;165283,96;179248,75;164581,17;160864;161687,39;166210;187514;146045;177807;160489;157357,45;140650,83;154376,93;145151,6;136616,65;165920,86;153828,62;130650,13;127810,5;112989,32;104417,69;79959,21;79959,21
ATLANTIA DEAD - DELIST.09/12/22;IT0003506190;N/A;N/A;N/A;N/A;N/A;N/A;68945;79440;70901;68167;49810;61452;61646;53993;130070;140623;148975;131798;120272;135271;175823;155979;115186;115186;115186;115186;115186
LEONARDO;IT0003856405;N/A;N/A;N/A;N/A;N/A;N/A;149358;149358;149358;167391;199107;247293;204467;232302;232911;245102;272914;270689;256878;286643;332780;359711;262984;213107;195682;185446;185446
UNIPOL ASSICURAZIONI SPA;IT0004810054;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2097,66;1764;798;708;1194;1921;9566;6315;6687;9085;9980;8395;9231;10592;8624;8624;8624
UNIPOLSAI DEAD - DELIST.03/07/24;IT0004827447;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1537;9566;6315;6687;8924;9980;8395;9150;10548;8584;8584;8584
BANCO BPM;IT0005218380;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;12509;11660;14993;13956;12474;12136,1;12279;11475,9;10602,9;16813;16813
UNICREDIT;IT0005239360;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;102856;96122;99221;83189;77043;82533;73804;69887;71349;58706;51697;44966;41274;33158;30104;26072;24412;24412
SAIPEM;IT0005495657;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1285536;1160273,97;1320900;1542600;1538700;1420100;1504200;1203400;1299700;1348800;1405800;1122800;1054100;1227500;1027700;1103048,5;1103048,5
TESSELLIS;IT0005496473;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;326;175;99;193;197;808;808;808
BANCA MONTE DEI PASCHI;IT0005508921;N/A;N/A;N/A;N/A;N/A;N/A;N/A;14550;14550;19451;19143;22838;22803;20905;20778;19562;16285;14577,24;14464,34;14419,61;12828,82;11611,85;7459,21;5525,1;4206,9;4206,9;4206,9
WPP;JE00B8KF9B49;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2479;7725;5938;6681;9967;9714;9840;11305;9748;8135;7851;7648;7648;25015;21802;13292;14105;11354;9629;9629
MAN GROUP;JE00BJ1DLW90;N/A;N/A;N/A;N/A;N/A;N/A;N/A;918;528;940;1375;1227;1226;1226;469;326;380;330;265;1388;1136;593;641;832;447;533;533
INTERNATIONAL WORKPLACE GROUP;JE00BYVQYS01;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;86000;87000;78000;63000;63000
SUBSEA 7;LU0075646355;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;230437;230437;230437;230437;230437;230437;230437;230437;230437;458630;439700;420564;483987;617309;656624;748000;748000
HEINEKEN HOLDING;NL0000008977;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1173000;1264000;1216000;1172000;1034000;1059000;1022000;1189000;1060000;1042000;1095000;1085000;1014000;974000;974000
KPN KON;NL0000009082;N/A;N/A;N/A;N/A;N/A;N/A;58500;56300;51300;87800;84909;70500;68654;42800;37900;14300;39900;34000;33000;31000;26300;16800;13100;11900;8686;6208;6208
HEINEKEN;NL0000009165;N/A;N/A;N/A;N/A;751000;916000;957000;1016000;1069000;1187000;848000;1201000;1173000;1264000;1216000;1172000;1034000;1059000;1022000;1043000;1060000;1042000;1095000;1085000;1014000;974000;974000
PHILIPS ELTN.KONINKLIJKE;NL0000009538;N/A;N/A;N/A;385400;297700;289600;335100;326100;460000;484000;435000;441000;381000;355000;44000;40000;39000;42000;32000;36000;32000;30000;27000;22518;19856;17783;17783
STMICROELECTRONICS;NL0000226223;N/A;N/A;N/A;715000;728000;728000;728000;728000;728000;482000;337000;485000;493016;561000;554000;626000;575000;552000;605000;644000;557000;486000;481000;504000;514000;538136;538136
AIRBUS;NL0000235190;N/A;N/A;N/A;N/A;N/A;334000;334000;334000;334000;325000;550500;594422;593529,5;580243;585911;545613;525883;557447;591002;739000;739000;580000;565000;528000;468000;451000;451000
WERELDHAVE;NL0000289213;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;161;161;2190;1854;3683;2538;2724,53;2853,91;2643;2550;3143;3261;2974;2269;1671;1418;1418
BAM GROEP KON.;NL0000337319;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99000;223614;208872;198117;203728;227000;198000;197000;164390;146660;153300;140700;118940;94431,37;77535;62342;41000;41000
SBM OFFSHORE;NL0000360618;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1307372;1738062;2003000;2142000;2073000;2128371;4155438;3835903;5456381;6317635;5585083;5297156;5113087;5261646;237;537;489;169;169
RANDSTAD;NL0000379121;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9253;9253;9253;9253;51671;51051;54275;55268;56765;68952;76100;48100;59800;59700;57400;46900;46900
WOLTERS KLUWER;NL0000395903;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6358;6358;6358;6358;6358;6358;6358;4043;3057;3457;2719;2331;2101;2101
ARCADIS;NL0006237562;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15044,7;17003,75;8950;7672;10260;10140;8690;8690
KONINKLIJKE VOPAK;NL0009432491;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;210316;210472;272000;278000;213000;241000;223000;189000;189320;186142;166917;165720;154807;207078;322266;327970;324135;122706;122706
ASML HOLDING;NL0010273215;N/A;N/A;N/A;22811;22191;22030;25310;24890;26960;24330;16100;16100;27800;23800;24400;19100;21400;20400;19000;17500;16900;15400;19300;17300;19200;23500;23500
CORBION NV C;NL0010583399;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;135000;122000;155000;99000;92000;91000;94000;92000;94000;101000;100000;106000;107266;68000;58069;58069
KONINKLIJKE AHOLD DELHAIZE;NL0011794037;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1092750;1083360;996360;943650;961620;977760;1029690;1804000;1632000;1816000;1816000;1816000;1794000;1842000;1838000;1695000;1695000
ING GROEP;NL0011821202;N/A;N/A;N/A;N/A;N/A;N/A;71000;113708;33000;34000;35775;31587;28040;27000;29400;23000;22000;20000;16000;14000;12000;11000;10000;8000;6000;6000;6000
AKZO NOBEL;NL0013267909;N/A;N/A;N/A;N/A;N/A;N/A;2400000;3200000;900000;1600000;1900000;2000000;1600000;1500000;1100000;1100000;1500000;1600000;1500000;62900;58300;57200;64500;60100;59216;57645;57645
TOM TOM;NL0013332471;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1107;2030;1856;1300;994;994
STELLANTIS;NL00150001Q9;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;568067;631119;560000;1075000;1149552;1069046;1198185;1203290;1103605;1039063;1054000;1129000;1058000;878000;1641028;1526765;1408882;1100000;1100000
FUGRO C;NL00150003E1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;123000;219000;238000;208000;216000;209000;210000;210000;210000
FERROVIAL;NL0015001FS8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7596,93;10305;10305;1453176;1377057;638019;502496,55;501350;489168;495305;611859;861251;832339;888971;475415;438807;420761;323154;306884;306884
DAVIDE CAMPARI MILANO;NL0015435975;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;64044;78659;76765;72025;78108;72542;73323;66573,6;66573,6
VEND SERA DEAD - DELIST.28/10/25;NO0003028904;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2883;2268;1786;1999,9;2106;1654;1579;1568;179;9;5;1;1;1;1;7587;7587
STOREBRAND;NO0003053605;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;536;598;330,7;209,7;209,7;209,7;209,7;209,7;1,9;1,4;1,1;1,2;0,5;0,8;7,3;8;8
MOWI;NO0003054108;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;38722;56595;52321;50714;67292;103645;111818;124219;144069;155640;159961;140011;121827;121589;139739;139739
TGS;NO0003078800;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2540;2418;674,87;1,33;0,33;76102;256330;256330
ORKLA;NO0003733800;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2250000;1850000;2150000;655000;143651;97735;94320;106880;122475;129714;120580;123914;115253;115519;108267;102949;108116;108116
NORSK HYDRO;NO0005052605;N/A;N/A;N/A;N/A;5669800;7500000;7000000;6300000;6100000;6300000;4759247;5763633;7430000;7150000;7420000;7850000;7840000;8180000;7730000;6050000;6510000;6100000;6650000;6190000;5920000;5670000;5670000
TELENOR;NO0010063308;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;88946;151657;176000;345000;283480;342000;309000;265000;309000;378000;219000;212000;101000;78000;71000;89158;89688;101755;101755
EQUINOR;NO0010096985;N/A;N/A;N/A;N/A;N/A;N/A;10300000;10500000;15421700;14400000;14500000;14200000;14600000;16000000;16000000;16300000;16300000;15000000;15000000;14900000;14700000;13294578;12009607;11365833;11500000;8331465;8331465
REC SILICON;NO0010112675;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;211249;217598,8;205662;201443;176972;125579;118805;126740;66773;31019;32608;32799;49100;100073;100073
PGS DEAD - DELIST.02/07/24;NO0010199151;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;409495;468887;464000;478000;413000;394000;390000;345000;408000;314000;263000;293000;330000;330000;330000
YARA INTERNATIONAL;NO0010208051;N/A;N/A;N/A;N/A;N/A;N/A;19486000;18000000;16400000;17000000;12500000;13100000;13100000;13100000;15600000;14700000;15300000;15700000;14900000;17100000;17100000;16600000;16500000;14900000;14400000;14900000;14900000
AKASTOR;NO0010215684;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10300;2050;3100;72950;62345;18528;16766;23066;23066
PROSAFE;NO0010861990;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;66200;66200;43867;69802;61559;58713;71920;92121;92121;92121;92121;92121;92121;25828;23933;41431;31376;31376
TOMRA SYSTEMS;NO0012470089;N/A;N/A;N/A;N/A;N/A;N/A;N/A;26000;23000;27700;25150;19300;26600;22600;21200;19900;21600;16400;16600;17100;18200;17400;18320;20135;21351;24806;24806
BANCO COMR.PORTUGUES 'R';PTBCP0AM0015;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19856;20424;18029;17845,2;25484,62;24681;15940;12516;13723;12921;9921;8376;6332;6896,2;4543;5502;5505;5505
EDP ENERGIAS DE PORTUGAL;PTEDP0AM0009;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;20039000;14744000;16957182;18046000;16633000;16551000;21550000;18931000;23159000;18429000;14363000;9304140;9819000;9405000;4275850;1458320;1458320
JERONIMO MARTINS;PTJMT0AE0001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;33913;274074;199228;231436;251019;283143;237941;249928;239898;233404;212304;222520;221704;227719;240592;203619;203619
SONAE SGPS;PTSON0AM0001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;39701;62065;57225;33900;6940;7920;8273;50335;52459;65318;63480;59947;67195;69400;79348;79348
NOS SGPS;PTZON0AM0006;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1731;1366;1366;1366;4902;5288;4965;5227;7320;3569;3514;4421;4545;3988;3988
HENNES & MAURITZ B;SE0000106270;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5835;11507;11951;11466;17543;15282;16435;10723;9308;10376;12484;13363;21564;15128;20294;18048;15754;15102;15102
SKF B;SE0000108227;N/A;N/A;N/A;N/A;N/A;176170;146190;92745;84419;81877;92461;75700;63973;64782;66051;60281;60317;59982;62269;62034;58135;49828;55941;52816;49716;45853;45853
ERICSSON B;SE0000108656;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8000;8000;8000;26000;30000;31900;92000;86000;88000;82000;75000;73000;54000;49000;39640;38242;38402;27029;27029;27029
RATOS B;SE0000111940;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;60757;14848;14848
SVENSKA CELLULOSA AKTIEBOLAGET SCA B;SE0000112724;N/A;N/A;N/A;5026000;5250000;6089000;6415000;6032000;6118000;2836000;2579000;2588000;2483000;4814000;4945000;1581000;1592000;100000;114000;153000;278000;250000;240000;261000;287100;279200;279200
SKANSKA B;SE0000113250;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;356000;258370;305986;341869;354518;386154;367791;330758;312800;275537;275000;213000;193000;194000;164000;146000;149000;149000
TRELLEBORG B;SE0000114837;N/A;N/A;N/A;N/A;N/A;N/A;133400;140200;146200;132000;115200;110000;110040;84600;81800;87200;96900;122300;144700;142500;128804;35467;38976;41058;37235;34424;34424
SKANDINAVISKA ENSKILDA BANKEN A;SE0000148884;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7061;5857;4709;4035;2323;1978;1701;1516;1290;1186;4;6;121;862;796;695;695
SECURITAS B;SE0000163594;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;74236;80354;91546,39;92343;93147;91462;92506;110084;135712;125991;113492;155933;126606;119062;119062
ELEKTA B;SE0000163628;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5363;2975;3363;3363;3363;3363;3363;0;639;606;534;5722;6247;6141;6141
SSAB A;SE0000171100;N/A;N/A;N/A;3630315;3515811;3673600;3619807860;3456725;3228000;2841000;4000000;6481635;10525000;9308000;9311000;9578000;9448000;9989000;10453000;10333000;10154000;9471000;10641000;9844000;9947000;9483000;9483000
INDUSTRIVARDEN A;SE0000190126;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;0;0;0;0;0;0;18;20;14;18;14;13;13
GETINGE B;SE0000202624;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10180;17985;17173;15923;15923;15923;15923;6351;6038;5869;6661;6614;18119;14838;15532;12710;12710
SWEDBANK A;SE0000242455;N/A;N/A;N/A;N/A;N/A;N/A;1711;1711;1711;1711;1923;10592;4400;1220;861;2495;989;881;780;1017;1020;632;466;622;692;853;853
CASTELLUM;SE0000379190;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19200;3338,28;3058;3000;3000;2000;2000;854;815;608;1122;675;524;298;345;573;292;639;639
SANDVIK;SE0000667891;N/A;N/A;N/A;N/A;N/A;N/A;180000;202000;226000;224000;195000;260000;242000;220000;216000;203000;195000;195000;196000;181000;177000;147000;152000;81000;80000;81000;81000
TELIA COMPANY;SE0000667925;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3166;3887;6656;27672;18154;40297;43236;62000;52000;8000;8000;7000;9142;7000;7402;6113;6357;5435;5473;5473
ALFA LAVAL;SE0000695876;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7500;16895;15586;17553;10353;10624;8791;7802;19488;20179;19240;20148;18063;19857;18735;16004;16282;16113;16113
JM;SE0000806994;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1603;1396;4583;5181;4934;4934;4704;4708;4775;4241;3282;3301;3060;2677;2753;2072;2072
BILLERUD AKTIEBOLAG;SE0000862997;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3440000;3328000;3317000;3304000;3282000;89000;106000;90000;121400;127000;129000;148000;146000;131000;135000;883000;733000;686000;686000
