NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
ME GROUP INTERNATIONAL;GB0008481250;277743;316780;293839;297412;287163;380283;415337;409814;451494;411438;286543;339067;361314;343386;314298;309544;273088;249521;252946;319588;297665;302197;281878;290850;319400;376766;382102
LLOYDS BANKING GROUP;GB0008706128;23685939;22472242;22474749;22178905;24660114;28177082;29678368;54231521;58061867;59092963;30873153;103911879;97617822;67311940;86234176;84931284;62670013;43752841;60642328;57189460;34285316;64057635;46497716;56998161;29274395;68064441;71005435
TT ELECTRONICS;GB0008711763;1020355;982228;1095613;930106;852875;971191;1125920;1005612;1181630;1072717;827485;797811;924906;935407;750855;869189;788337;732879;714198;508464;562344;622305;588479;645989;758602;777044;646711
TAYLOR WIMPEY;GB0008782301;2305223;2412266;2139970;3023162;3620335;4855772;6329953;6185055;7031318;9280806;4910956;4144914;4214612;2860164;3178814;3749010;4038818;4512834;4607012;5600446;5344560;5649549;3802624;5812681;5434267;4448478;4221059
TELECOM PLUS;GB0008794710;N/A;N/A;28194;39735;53564;105570;164723;198500;301057;351670;289369;501733;633419;685822;818430;1040841;1024253;1086479;929885;1056324;1053680;1102030;1188319;1197982;1424485;3539493;2299976
MOTHERCARE;GB0009067447;2197410;2130941;651640;592502;702725;802201;853392;826121;977507;1107759;1001678;1200709;1256629;1280430;1240981;1204158;1084546;993318;852301;931054;701915;213551;-34071;112729;97499;80502;59819
ULTRA ELECTRONICS DEAD - DELIST.02/08/22;GB0009123323;261144;309522;333284;338650;426769;517247;602480;609113;742165;812836;729727;1039639;1149524;1157564;1197882;1216985;1073180;1043891;984719;1095174;1003899;1074134;1171778;1154017;1045936;1076774;1055761
SMITH & NEPHEW;GB0009223206;1728629;1725315;1476581;1529253;1819347;2144478;2353048;2502911;2944215;3303457;2922309;3861249;4157672;4197982;4089500;4535793;4217822;4367721;4352056;5169040;4825877;5227176;4808419;5144661;5200517;5633597;5643803
VP;GB0009286963;81065;84221;80779;84573;118157;144369;166195;163356;222964;268429;219320;229075;217174;241423;259528;284611;290404;300959;282422;371460;472471;489573;433974;463955;444217;475861;459471
VICTREX;GB0009292243;77849;74429;86263;101903;96855;130062;163170;180763;241160;257942;199850;165793;306747;341385;346064;362407;379809;378728;316182;409878;426832;382597;362518;415511;419260;388585;361146
VIDENDUM;GB0009296665;263164;274908;293730;269178;298662;350713;349423;346707;437575;539016;478251;503183;501227;555264;543657;515111;465514;456774;471454;499001;504604;489438;395908;534888;554750;388459;351962
WEIR GROUP;GB0009465807;1027792;1022522;1095519;1030543;1149423;1256450;1393453;1404235;1852067;2087950;1916968;2220010;2646983;3625828;3996425;3968349;3666075;2756310;2312028;3327471;3207653;3464063;2677591;2623025;3039447;3336517;3109575
DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24;GB0009633180;N/A;N/A;213669;221110;278995;326217;372594;395079;476925;529504;476560;577327;610025;643126;738028;315400;298543;306608;387727;537908;581806;649243;771918;869006;893601;963869;963869
WILMINGTON;GB0009692319;62573;71601;84900;102877;124131;143649;159889;148574;140703;169434;136775;127902;131341;135641;133222;142531;139778;141380;139323;174678;158901;160977;148102;158582;146935;119684;125322
BABCOCK INTERNATIONAL;GB0009697037;881953;793914;691276;623540;641915;849593;1066929;1414403;1845571;2309817;2583007;3009039;3488028;4559652;4406727;5165321;5531441;5885167;5378858;6625141;6019766;5745198;5919266;5617609;4946033;5659928;5736133
ASTRAZENECA;GB0009895292;9069459;17563283;15347043;16183903;19376829;20837746;21957483;23495178;28048976;28983933;24295686;33335532;33977575;33024454;27651818;26802981;23838872;23288230;21440562;24369881;21738095;24807211;28067039;36933574;44227831;46509408;52526223
TRIBAL GROUP;GB0030181522;N/A;N/A;N/A;24691;112420;252428;341619;348497;422800;402388;331377;380139;283918;171216;181684;204942;186000;153396;113108;119938;104825;101779;99425;110081;102768;108538;111704
PAGEGROUP;GB0030232317;419900;525136;626946;649684;628584;677807;817453;931805;1277609;1637208;1377654;1144533;1347446;1612144;1558519;1642186;1574098;1530645;1498983;1937154;2029337;2152365;1778234;2229815;2447058;2544541;2158108
WINCANTON DEAD - DELIST.30/04/24;GB0030329360;N/A;N/A;1006319;1020445;1308737;2645262;3165542;3079275;3663781;3999312;3304985;3580250;3570270;2013663;1776924;1760426;1664033;1637516;1411604;1606322;1535415;1499936;1617703;1808959;1825439;1775974;1745661
BT GROUP;GB0030913577;25743439;27190916;27485782;30036526;30626799;33670612;34942335;34459056;39159331;40503002;30220285;33579613;32989342;30827445;28880128;29975747;27004641;25716167;29567991;33766230;30860188;30253776;30007231;28583865;25702698;26220011;25514747
MARKS & SPENCER GROUP;GB0031274896;13568471;13190473;12036320;11392136;12413820;14897109;15053097;13364336;16112527;17408771;12826945;14656827;15817950;15579194;15672071;16675785;15536540;14888413;13280908;15189083;13799362;13366553;12842272;13796249;13915480;15856177;16614060
BARCLAYS;GB0031348658;21709093;21410461;24310561;27064824;29005631;34320013;40472044;48868140;69313236;78484164;57982047;65485675;66278190;67580871;53970556;59203489;48185843;45696070;34090788;37771794;37426325;38967614;37580589;36932074;44689866;64808932;68452595
INTERTEK GROUP;GB0031638363;N/A;581414;586138;638167;755835;856954;941596;1031939;1308001;1526491;1421156;1975844;2224761;2767462;3234392;3567561;3147484;3113622;3216963;3911075;3667610;3887131;3736526;3779755;3925671;4213302;4211131
BURBERRY GROUP;GB0031743007;N/A;N/A;331474;604802;818288;1166375;1323059;1285966;1535351;1786353;1537143;1971852;2234960;2622714;3007356;3507623;3606082;3633063;3219094;4054857;3521230;3619574;3038610;3633926;3637353;3980784;3298711
NEXT;GB0032089863;2039558;2286199;2307249;2646115;3610500;4576729;5387414;5525617;6463829;6553832;4633097;5439840;5591367;5443646;5585832;6108167;6014096;6003457;5134735;5727985;5456375;5551818;4816857;6275265;6189303;6950233;7592868
BLOOMSBURY PBL.;GB0033147751;25070;33462;74425;86437;111492;151189;159161;194092;147183;295713;141546;139277;141200;140203;151056;170161;160739;168485;167577;214692;215669;206519;231300;281491;310282;351719;478759
KINGFISHER;GB0033195214;12275538;17458451;15986254;13726803;17581723;12825211;14428508;14249160;16297950;18434437;14198818;16772241;16918026;17134092;16646655;18169347;16488468;15006846;14067165;16461514;15299164;14982438;16821658;17883399;16056041;16429435;15865583
ITV;GB0033986497;N/A;N/A;N/A;N/A;N/A;N/A;3869289;3872664;4293078;4098729;2873469;3000575;3341513;3385371;3457491;3901714;3894322;4271655;3839804;4423635;4204161;4304865;3790086;4684167;4583576;4587078;4328782
CHESNARA;GB00B00FPT80;N/A;N/A;N/A;N/A;N/A;330339;384401;307127;411500;388281;259969;271165;319560;382504;373122;1201127;899877;433694;840805;1188082;577032;554266;592229;2041703;-1304822;480352;508334
MARSHALLS;GB00B012BV22;415299;446762;437921;463761;560698;635723;682844;639176;744252;793220;535413;497730;523089;528572;487596;502029;539064;555091;497422;607606;642850;705113;639795;799366;884469;849571;768458
HALFORDS GROUP;GB00B012TP20;N/A;N/A;N/A;N/A;N/A;N/A;1090487;1144544;1403862;1526688;1138341;1321435;1396830;1372183;1361427;1480169;1463303;1487318;1322502;1576803;1500850;1459333;1650820;1828901;1771095;2125321;2094644
SAINSBURY J;GB00B019KW72;23866999;26356888;23896402;22453173;28359786;31844286;30281472;27807752;32970684;34224978;26233683;30991038;33271039;34446945;35836046;38914249;35984135;33815351;29737173;39866382;37889817;37709209;39290966;40476739;37596881;40587540;40492979
NCC GROUP;GB00B01QGK86;N/A;N/A;N/A;N/A;N/A;N/A;27364;34270;44202;59540;56907;82176;94587;127174;146994;171769;178909;236981;302485;315248;315541;334967;363336;386617;419628;424153;399773
ADMIRAL GROUP;GB00B02J6398;N/A;N/A;N/A;177954;213112;256535;397129;468050;612105;716852;598778;810427;1037423;1376770;1549731;1509730;1330084;1300469;1274253;1594458;1651812;1764630;1781654;2105094;1835521;4723779;5726081
CENTRICA;GB00B033F229;12313725;11442222;14588099;17828797;23465137;32433659;34495661;23922636;32380164;32171676;30228782;35072714;36301713;36106409;37695471;43395749;44217844;40202711;33964215;39579665;38867864;34908704;20373245;24824865;41356692;42243141;30574508
ESKEN LIMITED DEAD - DELIST.02/04/24;GB00B03HDJ73;N/A;N/A;N/A;N/A;4207;7680;13092;17322;18991;18993;132119;718777;765933;850853;864801;260655;161229;169698;168400;266513;173002;115431;164241;142554;136593;89867;88113
GRAINGER;GB00B04V1276;51093;57282;65343;70191;91890;111144;232572;219160;219476;239585;201100;207757;219044;266875;272065;283034;491527;359756;294001;384455;364771;297879;301871;349447;352744;254922;254663
IG GROUP HOLDINGS;GB00B06QFB75;N/A;N/A;N/A;N/A;55033;74574;93932;110822;209568;299422;318206;438169;504292;560179;532367;725446;643151;637586;658055;767498;754811;641045;1136072;1246941;1283475;1257269;1310921
ESSENTRA;GB00B0744359;N/A;N/A;N/A;N/A;725182;823302;899944;913821;1071203;972907;745488;709024;792638;855993;1044490;1303457;1301666;1578299;1251320;1450958;1342818;1267645;1221795;1301881;415448;400357;375294
BUNZL;GB00B0744B38;3066004;3314459;3660904;4066651;4382563;4962732;5495785;5202213;6561068;7051507;5915891;7423509;7818880;8082970;8437790;9958762;9256908;9327644;9310145;12119657;11887654;12137298;13779913;13952252;14802565;14932179;14615101
RENTOKIL INITIAL;GB00B082RF11;4737846;4752516;2905871;3030938;3660660;4304418;4376461;4093603;4182257;4337723;3412900;4041434;4041708;4024953;4009021;3800619;2617465;2528210;2717062;3407131;3236981;3532383;3848007;4010776;4566363;6803406;6746348
HELICAL REIT;GB00B0FYMT95;352929;194463;220183;94084;216453;181472;102524;218653;236966;204690;122491;64528;177335;130187;103678;182941;186413;306787;188707;138887;244825;79363;55093;58264;66586;57679;59187
STHREE;GB00B0KM9T71;N/A;N/A;N/A;N/A;372092;346476;456876;560508;774097;1029009;894358;829385;768112;858128;909177;1035934;1123074;1220039;1202897;1574161;1647298;1750343;1638993;1805196;2015699;2105154;1852771
HIKMA PHARMACEUTICALS;GB00B0LCW083;N/A;N/A;N/A;N/A;149498;207460;219460;257235;335869;440065;446424;647204;765272;902542;1095991;1422973;1360264;1357255;1817629;2100160;2042928;2241236;2468533;2520015;2510010;2918831;3065722
BRITVIC DEAD - DELIST.20/01/25;GB00B0N8QD54;N/A;N/A;N/A;N/A;986796;1205786;1336889;1242058;1334378;1410144;1312109;1563046;1843336;2041347;1978138;2158927;2021439;1868633;1793705;2176225;1968663;2010585;1924889;1906088;1989700;2213290;2356754
LONDON STOCK EXCHANGE GROUP;GB00B0SWJX34;N/A;N/A;N/A;264654;357182;410014;456097;466427;626541;766592;975478;1021856;1024310;1175388;1341431;1392956;2093005;2038953;2076677;2761241;2795354;3011323;3330805;9143147;9520019;10580404;10953507
QINETIQ GROUP;GB00B0WMWD03;N/A;N/A;N/A;N/A;N/A;1409582;1499090;1551912;2070165;2459041;2060004;2708662;2726312;2495209;2228633;2028271;1158974;1105427;935639;1149411;1127045;1271809;1621246;1729737;1713554;2266199;2452067
RESTAURANT GROUP DEAD - DELIST.22/12/23;GB00B0YG1K06;305937;329266;319590;322206;354700;413721;481439;469412;618113;721924;589890;695838;753951;770590;838459;946585;955124;985098;890664;959417;898241;1396416;626602;863580;1085649;1173350;1150453
IP GROUP;GB00B128J450;N/A;N/A;N/A;N/A;N/A;1266;7017;7822;3740;3937;3399;1118;4533;6961;22200;3593;10826;16529;1128;13559;15581;32143;120885;129008;-861;-6202;85881
ASHMORE GROUP;GB00B132NW22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;126618;284294;448852;405741;330079;483257;581050;482411;567374;427323;314194;332975;398155;377340;481369;444971;481982;150860;227202;218301
SAVILLS;GB00B135BJ46;118714;164175;299607;332848;462802;548793;618134;665070;1018843;1280607;805110;895382;1096029;1141376;1269636;1477719;1621181;1844774;1812001;2259839;2306200;2511605;2372040;2912513;2825760;2832749;2983484
LOOKERS DEAD - DELIST.09/10/23;GB00B17MMZ46;962070;837247;855531;1014922;1295544;1748916;2061394;2190892;2808315;3307332;2515029;2792978;3049778;3003331;3238013;4025021;4575302;5244850;5123331;6633051;6388727;6229821;5042409;5494977;5287957;5820425;5706844
TOPPS TILES;GB00B18P5K83;51477;68961;91958;118161;149210;207658;297051;308329;354666;409278;294688;297121;295306;277672;279769;290463;293558;305025;269430;299214;283970;285252;262775;309289;303983;332530;312442
PZ CUSSONS;GB00B19Z1432;585887;573069;600786;591852;756858;867985;931347;899783;1105051;1176465;1069514;1252768;1257115;1360318;1353554;1470206;1227388;1177292;1019478;1153083;917819;772351;826977;778795;794257;755020;620649
SEVERN TRENT;GB00B1FH8J72;2059640;2188201;2300787;2377361;2956460;3550785;3859865;3823922;2216811;2968724;2255581;2682792;2784108;2735823;2837630;2999045;2829623;2514987;2233076;2356447;2261029;2337094;2481886;2574461;2516664;2871480;2966854
MITCHELLS & BUTLERS;GB00B1FP6H53;N/A;N/A;N/A;N/A;2427654;2752222;2940132;2956530;3385646;3728623;2702109;3126730;3205521;2841181;2974135;3094913;2962090;3019767;2614174;3079030;2817612;2911119;2010204;1444726;2714736;3168172;3239141
HOCHSCHILD MINING;GB00B1FW5029;N/A;N/A;N/A;N/A;N/A;103665;162997;148445;223805;299087;333501;548487;789477;971004;808560;648582;450331;442188;640129;783824;688004;752250;646000;789291;723285;692894;935031
LSL PROPERTY SERVICES;GB00B1G5HX72;N/A;N/A;N/A;N/A;N/A;245543;251125;239922;388662;432154;229103;251836;334486;345468;383922;422350;432282;432044;385672;440019;425051;404815;363529;443364;395577;182797;214919
MARSTON'S;GB00B1JQDM80;470262;666420;879428;799334;828779;892244;968170;1062536;1172182;1285135;943331;1030160;1053451;1079206;1133131;1278632;1184235;1215237;1135148;1401383;1493125;1527134;702549;544926;983108;1104114;1115208
WHITBREAD;GB00B1KJJ408;5264237;4757809;4334573;3195216;3044649;3234998;3446551;2750178;2905160;2275169;1831288;2164917;2488488;2659098;2999011;3522158;3672992;3959330;3807095;4550044;2663901;2662822;1682575;1356550;2941210;3605869;3668171
RANK GROUP;GB00B1L5QH97;3385822;2899851;2062131;1932454;2400771;3503308;3681384;1441442;1081832;1052046;739539;831186;881518;893327;897336;1049494;1029665;1020627;891150;997295;896870;968595;570080;658876;798191;893113;960449
BROWN GROUP DEAD - DELIST.13/02/25;GB00B1P6ZR11;523272;520148;520979;613405;746998;840927;876574;830034;975735;1099688;916140;1083337;1134884;1159252;1210437;1331058;1239718;1199570;1102565;1306046;1213197;1157551;1037538;975224;861142;813877;721174
DRAX GROUP;GB00B1VNSX38;N/A;N/A;N/A;N/A;876972;895154;1176241;1651886;2730169;2455694;2482315;2356705;2668677;2904301;2802205;3367821;4217596;4405324;3696688;5204974;5547895;6120117;5771670;7018654;10031736;9926518;7547073
SMITHS GROUP;GB00B1WY2338;1972731;2123403;2149663;3640688;4815967;5310170;5200075;5794408;6934473;4385168;3575904;4234979;4633920;4552375;4877487;5022416;4399230;4100616;4001466;4538039;3088637;2817422;3349885;3320834;3529895;3856740;4012315
FERREXPO;GB00B1XH2C03;N/A;N/A;N/A;N/A;N/A;N/A;384451;552717;579848;684632;858667;659178;1358851;1757855;1407679;1648549;1268256;905782;919371;1299033;1253734;1532875;1792951;2485695;1245023;661732;906567
3I GROUP;GB00B1YW4409;518325;541477;478486;527329;498317;500239;525831;1255903;1974304;2775796;1145706;78248;995654;586903;472335;1272263;879606;938557;1785809;1454771;1775410;1616276;463369;1661774;3065144;2546689;763246
SEVERFIELD;GB00B27YGJ97;213659;178281;188930;206105;258039;309515;385001;421105;580843;591886;558443;557984;431761;423611;403994;415820;318130;317905;301334;397136;374702;335198;520126;506146;544105;597611;621098
RELX;GB00B2B0DG97;5206298;5437221;5533873;6446699;8228780;8958820;9069176;9189793;10625418;9024291;7554009;9787400;9802742;9494859;9629333;9856360;8680278;8582117;8640811;10388197;9809272;10246827;9689864;9826848;10515914;11595536;11708066
PARAGON BANKING GROUP;GB00B2NGPM57;280808;289183;294317;346369;410783;551172;852261;925561;1140097;1522948;1195697;831506;463829;426335;482096;474445;483407;509666;541758;603942;657661;692058;694645;680852;895076;1290306;1627017
WH SMITH;GB00B2PDGW16;N/A;N/A;N/A;N/A;N/A;2661270;2738469;2531374;2637655;2557276;1914702;2139846;2124062;2013821;1957041;1936975;1745679;1693139;1518878;1742901;1652336;1817985;1391470;1201903;1721300;2269490;2380334
UNITED UTILITIES GROUP;GB00B39J2M42;3539229;3651920;3460580;2042727;2974655;3614452;4097714;3976373;4340714;4285554;3424796;3885258;2507591;2441897;2511404;2721564;2559878;2468993;2163022;2439214;2325578;2391360;2477934;2504056;2274206;2388597;2543532
STV GROUP;GB00B3CX3644;341380;389267;441329;396981;456353;380545;379202;373569;289945;234269;157481;144200;169666;161359;161696;183082;181033;167445;150885;165251;164841;161107;145961;196021;169425;213152;233317
DE LA RUE ORD DEAD - DELIST.03/07/25;GB00B3DGH821;1300669;1098030;762082;741936;1061054;1097251;1339456;1069118;1276507;1386323;704984;814259;838778;779585;843275;771360;743079;664032;550405;730069;663553;702078;564492;538415;442866;439089;364745
BODYCOTE;GB00B3FLWH99;526667;543546;527833;677752;721412;815662;861685;837684;1099548;1260920;781459;695290;809151;902818;925461;1011931;915842;815236;752672;974838;953956;936581;814984;835363;914256;1015764;939599
ZIGUP;GB00B41H7391;308740;368126;383015;345974;493522;663398;738207;621352;901017;1069577;862543;1204615;1200531;1144282;1016365;953980;883590;894654;779311;989232;950506;949055;1332283;1582298;1631506;2157737;2265500
CHEMRING GROUP;GB00B45C9X44;90226;99573;98648;134653;157899;219299;236681;235629;369533;501415;501618;804678;966675;1179027;1165565;1020586;606101;542293;597902;773289;389386;436212;548547;533531;544423;598193;633432
PHAROS ENERGY;GB00B572ZV91;25544;31757;67341;32291;42690;46368;47308;56075;81023;96505;42547;133136;50780;230207;614463;633927;409449;202457;144105;169445;172311;192992;149736;132367;198547;170460;132110
WOOD GROUP (JOHN);GB00B5N0P849;N/A;N/A;N/A;1256904;1555816;1884893;2052173;2709450;3675025;4346462;4031034;5006935;5302332;5588525;6742979;6650655;6005715;4713256;3840883;5851809;9854865;10062059;7976387;6342976;5427086;5990659;5332471
SEGRO;GB00B5ZN1N88;359486;435780;413131;397971;478974;592828;635144;720810;756062;552797;489014;598358;701977;632938;584121;478364;360563;335753;376211;496176;557107;572203;595293;812573;833601;1006271;930788
INCHCAPE;GB00B61TVQ02;5325468;4569030;4155545;4401003;5595898;6900020;7770052;7983877;9531185;11923718;8865127;8916610;9528168;9216911;9581155;10656465;10078174;9825812;9823080;12639844;12146371;12206269;9318896;10364178;9999155;14489040;11495846
ROLLS-ROYCE HOLDINGS;GB00B63H8491;7120596;7608901;8612163;8946208;9487685;10268536;11193232;11746071;14085864;14636912;12861926;16630116;17946060;17597603;19146881;25335827;20653438;19726939;18741600;23031995;20593971;21585486;16114338;15217778;16622840;20867155;23467014
GREGGS;GB00B63QSB39;479677;495089;497884;533770;692726;831266;950239;948927;1084291;1154225;889654;1051057;1072273;1109086;1156436;1245117;1208835;1201222;1120605;1355910;1347723;1519846;1105680;1668150;1859988;2290501;2499971
COSTAIN GROUP;GB00B64NSP76;628607;598415;559849;646225;855334;1134178;1268780;1206272;1473150;1471763;1278262;1586360;1496719;1373923;1471323;1567872;1687790;1892205;2077805;2441897;1949940;1513339;1333412;1539956;1747611;1685979;1552678
WORKSPACE GROUP;GB00B67G5X01;34922;36474;43056;54668;102099;89990;103457;105651;121956;128356;98426;107631;110736;107098;107535;115794;119686;133813;141862;196747;198359;204963;212196;169026;205081;226822;228105
BARR (AG);GB00B6XZKY75;175944;176421;164310;164364;196712;227809;239775;229051;279269;292102;240326;321632;359999;374919;374081;414972;392282;371686;322198;392223;365295;332755;309367;364369;390489;506300;521737
STAGECOACH GROUP DEAD - DELIST.28/06/22;GB00B6YTLS95;2273949;2267113;2824948;2639471;2976950;3065463;2685509;2628857;2839809;3097277;2815122;3416887;3588564;4033812;4251486;4696102;4512451;5217111;4890987;5281667;2952208;1884745;1460975;1428447;1557408;1868500;1948821
EVRAZ SUSP - SUSP.06/12/23;GB00B71N6K86;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;16123397;14556918;15023055;11931769;8263231;7189421;11745057;12631516;12111624;10285378;13311761;14310299;14732217;14444731
EASYJET;GB00B7KR2P84;N/A;N/A;387274;504509;904582;1695072;2056208;2386215;3188216;3538058;3346197;4258613;4813300;5460889;6067929;6954164;6806793;6735187;5851189;7128379;7722248;8309117;4100816;1977850;7092986;10342443;11552934
VESUVIUS;GB00B82YXW83;2613683;2915249;3645042;2850685;2834176;2984151;3115409;2907789;3128967;3188228;3119180;3130882;4121037;4471221;2436461;2466948;2171799;1900110;1756234;2378339;2354120;2225828;1987444;2228676;2517278;2442644;2258835
STUDIO RETAIL GROUP DEAD - DELIST.25/02/22;GB00B8B4R053;335312;345073;344401;385407;596567;708458;838475;916939;1029996;1292175;908411;948295;878853;840585;879073;821824;774684;616114;541744;663814;632811;549457;646292;746284;676390;696332;682744
THE SAGE GROUP;GB00B8C3BL03;310227;492463;605308;684449;904397;1019295;1295891;1381530;1841634;2278909;1833979;2298418;2323193;2110478;2110077;2247446;1964903;2063244;1966395;2422265;2416967;2519413;2593504;2504191;2393837;2764398;2894129
COMPASS GROUP;GB00BD6K4575;N/A;N/A;8474110;12322242;17403379;20384272;22186686;22599135;21288236;20214097;16201324;21468723;23422967;25047002;26616069;28674087;25648395;25645739;24902329;32276149;30426810;32731546;27526844;24602391;31685445;39593926;41141748
AIR PARTNER DEAD - DEAD 04/04/22;GB00BD736828;85681;101984;108363;123942;157548;214848;227174;204536;343285;403254;352751;290907;428939;429515;358275;355087;288841;71782;53309;68513;101420;86753;96998;114938;104173;107244;105152
COCA COLA EUROPACIFIC PARTNERS;GB00BDCPN049;13414000;14406000;14750000;15700000;16889000;17330000;18158000;18706000;19804000;20936000;21807000;21645000;6714000;8284000;8062000;8212000;8264000;7011000;10080366;12601167;13571199;13432002;12167734;16237587;18235535;19799470;22048923
OXFORD BIOMEDICA;GB00BDFBVT43;82;699;1075;527;284;680;946;1466;1496;14212;26050;14422;18056;12209;12211;8778;20476;22866;34809;53092;87432;83364;119560;193711;172116;113334;159844
NATIONAL GRID;GB00BDR05C01;2500768;2428625;2371429;5649909;11016239;16877144;15963407;14044409;18632865;17306401;18743403;24905252;22347984;22239042;20981115;23451114;21730015;22552670;19379478;20502388;19525583;19357576;20151100;19726950;25528109;26206088;23979568
CLS HOLDINGS;GB00BF044593;53549;59989;70642;86247;117344;147181;157772;151276;159535;173225;110455;121843;128059;126714;126271;156297;162840;148473;145622;221464;177148;191168;205790;189510;172376;189989;185661
GREAT PORTLAND ESTATES;GB00BF5H9P87;173566;182043;173007;148302;129005;114782;116851;96061;98026;111819;67694;86712;89366;118804;99820;129513;152315;190011;179959;141240;489285;148614;125655;125345;106106;115310;113928
ABERDEEN GROUP;GB00BF8Q6K64;N/A;N/A;N/A;N/A;N/A;N/A;22761520;22522643;12048571;21127550;-18675425;28503068;29199380;14004997;30183772;33554088;24941703;12780469;23471175;23531985;2808447;2684684;2233711;2345475;1887283;2012543;1862816
REDROW DEAD - DELIST.23/08/24;GB00BG11K365;505705;547961;595822;689414;992207;1131631;1381296;1326169;1569405;1574329;632333;542148;689349;742567;792106;1160878;1596973;1713836;1902357;2557855;2618599;2618315;2057904;2645273;2605311;2344169;2030358
RIGHTMOVE;GB00BGDT3G23;N/A;N/A;N/A;N/A;N/A;N/A;17305;32374;66189;111646;104864;110803;132035;153476;187934;228542;251119;276147;275695;343599;350658;376506;280361;413593;408959;461133;483863
IMI;GB00BGLP8L22;2338966;2357733;2354539;2320953;2642225;2846813;3036817;2807103;2962244;3148265;2686248;2850307;3094299;3370343;3448044;2848300;2535068;2237876;2066526;2473111;2496834;2437428;2487201;2531322;2519246;2779587;2742721
VODAFONE GROUP;GB00BH4HKS39;4066937;5389104;11562680;23879646;47269589;58893557;63054517;50141832;52542476;63988995;54362241;68468684;73361095;74036806;70341682;62884721;60199600;59994328;53845926;53842479;52377553;50375494;53084447;53015694;48011989;49177182;34936207
ICTL.HTLS.GP.;GB00BHJYC057;6964226;7515875;5544153;5701653;5925705;3914595;4153878;1515622;1584561;1738318;1425404;1571861;1713173;1734069;1820142;1983823;1697361;1699396;1598581;1935271;1902206;2119153;1046042;1372041;1837882;2196991;2245864
MICRO FOCUS INTL. DEAD - DELIST.01/02/23;GB00BJ1F4N75;N/A;N/A;N/A;N/A;90299;134366;139359;143823;164723;200117;182965;345429;468174;432331;423169;432144;393057;1134904;1200704;1513163;3089407;3421853;3180848;2859562;2491768;2565234;2515175
CRODA INTERNATIONAL;GB00BJFFLV09;584165;591679;452197;441655;514053;551900;554856;543632;1021402;1744421;1354453;1463080;1622026;1690155;1656163;1758956;1573667;1554727;1558479;1939365;1815867;1792869;1894770;2563337;2568794;2144813;2020554
DAILY MAIL 'A' DEAD - DELIST.10/01/22;GB00BJQZC279;2333699;2598318;2731395;2774767;3187423;3516223;3973890;3802753;4283236;4400129;3273829;3381436;3186093;3147763;2750406;2862346;2723319;2648512;2402760;2209416;1867585;1739904;1640054;1200954;1197533;1262459;1371112
RM;GB00BJT0FF39;215619;260169;304833;342009;331377;391994;496174;467329;516331;533327;409952;553992;615402;475648;454525;427505;304545;256167;210055;262513;289325;291197;257577;286033;263318;247057;206192
TRAVIS PERKINS;GB00BK9RKT01;1025586;1402290;1734769;1808610;2323565;3052911;3446362;4697717;5607575;6273497;4501532;4680354;5104225;7560294;7628051;8408855;8391136;8539860;7791392;9086106;8825333;9051798;8391749;6222088;6141107;6153950;5718014
HYVE GROUP DEAD - DELIST.23/05/23;GB00BKP36R26;50346;56637;57051;71182;85945;107204;114496;139727;162133;195160;155871;186406;183827;245924;271297;314001;262870;195177;168458;215565;230003;287238;143211;74883;150579;155019;151994
GALLIFORD TRY;GB00BKY40Q38;301894;362122;409298;883116;1041326;1260654;1283726;1322651;2137888;3348280;2418586;2007942;1987747;2301894;2260280;2600871;3081927;3514629;3193027;4055987;3761094;1706200;1356172;1596795;1625891;1941154;2329327
CAPITAL & REGIONAL DEAD - DELIST.11/12/24;GB00BL6XZ716;73922;85964;97965;80702;42963;71772;117552;166969;260026;66934;92619;60363;49702;45718;45187;28744;70068;115990;109279;125986;119146;115690;99079;94959;74508;74426;77690
TESCO;GB00BLGZ9862;26196089;27519715;27604743;31540756;40601326;51473653;60794762;63969215;84546676;87677759;71241925;89801671;95328626;99278388;102399049;104547645;93397566;80899853;68055003;80403654;79720626;83398293;79450066;80830032;77930628;84744494;85397892
NATWEST GROUP;GB00BM8PJY71;11889057;11974717;25331273;31273557;36291872;43759063;54055076;70287865;87353613;107458753;82732969;87848662;68669379;57486453;42491244;42731037;29198392;23968410;19750425;21958572;21823404;20915291;19386541;17192915;20677731;32242450;36403720
JD SPORTS FASHION;GB00BM8Q5M07;175921;228727;251794;289062;729386;833258;888930;872173;1044395;1165913;950065;1229270;1430616;1676112;1982062;2173100;2288858;2618260;2980978;3919873;6177013;7952287;8405105;11616138;12448688;13278730;14219951
INFORMA;GB00BMJ6DW54;333965;365325;436177;456433;464618;487500;950313;1297316;2045446;2222799;1809893;1950933;1985642;2017460;1940509;1849435;1709592;1742295;1686431;2482433;3102385;3761291;2263421;2440026;2781621;4037236;4409575
GLAXOSMITHKLINE;GB00BN7SWP63;N/A;26939104;26551721;28966317;34770695;39002248;38370604;38530957;45716068;44719850;34487295;45300859;45965225;43324844;41614276;43287958;34591802;34384521;34950483;42634685;40353919;43925756;46471822;46277347;36053858;38387666;38939185
